Timestamp,Acceleration
2021-04-22 09:32:21.515624992,0.004110130272036661
2021-04-22 09:32:21.531249992,0.0036192819477746108
2021-04-22 09:32:21.546874992,0.0001833436779433706
2021-04-22 09:32:21.562499992,-6.208048418743228e-05
2021-04-22 09:32:21.578124992,-0.0010437771327105327
2021-04-22 09:32:21.593749992,-0.002761746267626153
2021-04-22 09:32:21.609374992,-0.0032525945918877586
2021-04-22 09:32:21.624999992,-0.0032525945918877586
2021-04-22 09:32:21.640624992,-0.0052159878889341815
2021-04-22 09:32:21.656249992,-0.0037434429161493643
2021-04-22 09:32:21.671874992,-0.0020254737812337442
2021-04-22 09:32:21.687499992,-0.0012892012948413356
2021-04-22 09:32:21.703124992,-0.004725139564672576
2021-04-22 09:32:21.718749992,-0.008161077834503816
2021-04-22 09:32:21.734374992,-0.0071793811859806045
2021-04-22 09:32:21.749999992,-0.008651926158765533
2021-04-22 09:32:21.765624992,-0.010369895293681153
2021-04-22 09:32:21.781249992,-0.008406501996634619
2021-04-22 09:32:21.796874992,-0.006933957023849802
2021-04-22 09:32:21.812499992,-0.004970563726803379
2021-04-22 09:32:21.828124992,-0.0020254737812337442
2021-04-22 09:32:21.843749992,0.001165040326466582
2021-04-22 09:32:21.859374992,0.0026375852992516213
2021-04-22 09:32:21.874999992,0.00042876784007417346
2021-04-22 09:32:21.890624992,-0.0010437771327105327
2021-04-22 09:32:21.906249992,0.0006741920022049763
2021-04-22 09:32:21.921874992,0.0019013128128587686
2021-04-22 09:32:21.937499992,0.00509182692055965
2021-04-22 09:32:21.953124992,0.007546068541867679
2021-04-22 09:32:21.968749992,0.008773189352521693
2021-04-22 09:32:21.984374992,0.008527765190390668
2021-04-22 09:32:21.999999992,0.00803691686612884
2021-04-22 09:32:22.015624992,0.005582675244820812
2021-04-22 09:32:22.031249992,0.0021467369749895715
2021-04-22 09:32:22.046874992,0.001655888650728632
2021-04-22 09:32:22.062499992,0.0009196161643357792
2021-04-22 09:32:22.078124992,0.0006741920022049763
2021-04-22 09:32:22.093749992,0.00042876784007417346
2021-04-22 09:32:22.109374992,-0.00030750464631823515
2021-04-22 09:32:22.124999992,-0.002761746267626153
2021-04-22 09:32:22.140624992,-0.00423429124041097
2021-04-22 09:32:22.156249992,-0.005461412051064984
2021-04-22 09:32:22.171874992,-0.004479715402541773
2021-04-22 09:32:22.187499992,-0.002761746267626153
2021-04-22 09:32:22.203124992,-0.00251632210549535
2021-04-22 09:32:22.218749992,0.0023921611371205964
2021-04-22 09:32:22.234374992,-0.0030071704297569557
2021-04-22 09:32:22.249999992,-0.007424805348111407
2021-04-22 09:32:22.265624992,-0.00767022951024221
2021-04-22 09:32:22.281249992,0.001165040326466582
2021-04-22 09:32:22.296874992,0.0001833436779433706
2021-04-22 09:32:22.312499992,-0.010860743617942759
2021-04-22 09:32:22.328124992,-0.004725139564672576
2021-04-22 09:32:22.343749992,0.004846402758428625
2021-04-22 09:32:22.359374992,0.0131908242708757
2021-04-22 09:32:22.374999992,0.00975488600104446
2021-04-22 09:32:22.390624992,-0.0010437771327105327
2021-04-22 09:32:22.406249992,-0.004725139564672576
2021-04-22 09:32:22.421874992,0.0001833436779433706
2021-04-22 09:32:22.437499992,0.01687218670283752
2021-04-22 09:32:22.453124992,0.0038647061099056357
2021-04-22 09:32:22.468749992,-0.01527837853629721
2021-04-22 09:32:22.484374992,-0.00030750464631823515
2021-04-22 09:32:22.499999992,0.03871493713247964
2021-04-22 09:32:22.515624992,-0.0010437771327105327
2021-04-22 09:32:22.531249992,-0.019205165130390167
2021-04-22 09:32:22.546874992,-0.021413982589567393
2021-04-22 09:32:22.562499992,-0.026567889994314142
2021-04-22 09:32:22.578124992,-0.000552928808449038
2021-04-22 09:32:22.593749992,0.01024573432530651
2021-04-22 09:32:22.609374992,-0.0032525945918877586
2021-04-22 09:32:22.624999992,-0.027058738318575748
2021-04-22 09:32:22.640624992,-0.020677710103174984
2021-04-22 09:32:22.656249992,-0.0071793811859806045
2021-04-22 09:32:22.671874992,-0.0020254737812337442
2021-04-22 09:32:22.687499992,-6.208048418743228e-05
2021-04-22 09:32:22.703124992,-0.0032525945918877586
2021-04-22 09:32:22.718749992,-0.022641103400221407
2021-04-22 09:32:22.734374992,-0.02975840410201458
2021-04-22 09:32:22.749999992,0.003373857785643586
2021-04-22 09:32:22.765624992,0.03307018140347073
2021-04-22 09:32:22.781249992,0.02128982162119264
2021-04-22 09:32:22.796874992,-0.0015346254569721385
2021-04-22 09:32:22.812499992,-0.008651926158765533
2021-04-22 09:32:22.828124992,-0.017487195995474547
2021-04-22 09:32:22.843749992,0.006564371893344467
2021-04-22 09:32:22.859374992,0.035769847186909565
2021-04-22 09:32:22.874999992,0.023007790756107593
2021-04-22 09:32:22.890624992,0.011472855135960747
2021-04-22 09:32:22.906249992,0.007300644379736654
2021-04-22 09:32:22.921874992,-0.00251632210549535
2021-04-22 09:32:22.937499992,0.0021467369749895715
2021-04-22 09:32:22.953124992,0.023989487404631693
2021-04-22 09:32:22.968749992,0.032824757241340596
2021-04-22 09:32:22.984374992,0.013927096757268553
2021-04-22 09:32:22.999999992,-0.011597016104335167
2021-04-22 09:32:23.015624992,-0.015523802698428013
2021-04-22 09:32:23.031249992,-0.0037434429161493643
2021-04-22 09:32:23.046874992,0.01785388335136162
2021-04-22 09:32:23.062499992,0.02349863908036942
2021-04-22 09:32:23.078124992,0.00803691686612884
2021-04-22 09:32:23.093749992,-0.021659406751698196
2021-04-22 09:32:23.109374992,-0.03343976653397662
