Timestamp,Direction
2021-04-22 10:35:13,Clifton
2021-04-22 10:35:40,Clifton
2021-04-22 10:36:07,Leigh_Woods
2021-04-22 10:36:15,Leigh_Woods
2021-04-22 10:36:33,Clifton
2021-04-22 10:36:52,Leigh_Woods
2021-04-22 10:37:10,Clifton
2021-04-22 10:37:16,Leigh_Woods
2021-04-22 10:37:24,Leigh_Woods
2021-04-22 10:37:24,Clifton
2021-04-22 10:37:31,Leigh_Woods
2021-04-22 10:37:38,Leigh_Woods
2021-04-22 10:37:40,Leigh_Woods
2021-04-22 10:37:45,Clifton
2021-04-22 10:37:48,Clifton
2021-04-22 10:37:50,Clifton
2021-04-22 10:37:56,Leigh_Woods
2021-04-22 10:37:58,Leigh_Woods
2021-04-22 10:38:10,Leigh_Woods
2021-04-22 10:38:13,Leigh_Woods
2021-04-22 10:38:16,Clifton
2021-04-22 10:38:22,Leigh_Woods
2021-04-22 10:38:24,Leigh_Woods
2021-04-22 10:38:28,Clifton
2021-04-22 10:38:28,Leigh_Woods
2021-04-22 10:38:34,Clifton
2021-04-22 10:38:34,Leigh_Woods
2021-04-22 10:38:40,Clifton
2021-04-22 10:38:42,Leigh_Woods
2021-04-22 10:38:44,Clifton
2021-04-22 10:38:45,Leigh_Woods
2021-04-22 10:39:17,Clifton
2021-04-22 10:39:27,Leigh_Woods
2021-04-22 10:39:46,Leigh_Woods
2021-04-22 10:39:55,Leigh_Woods
2021-04-22 10:40:10,Leigh_Woods
2021-04-22 10:41:00,Clifton
2021-04-22 10:41:11,Leigh_Woods
2021-04-22 10:41:14,Leigh_Woods
2021-04-22 10:41:19,Leigh_Woods
2021-04-22 10:41:21,Clifton
2021-04-22 10:41:27,Clifton
2021-04-22 10:41:30,Leigh_Woods
2021-04-22 10:41:38,Clifton
2021-04-22 10:41:39,Leigh_Woods
2021-04-22 10:41:40,Leigh_Woods
2021-04-22 10:41:51,Clifton
2021-04-22 10:42:00,Clifton
2021-04-22 10:42:01,Leigh_Woods
2021-04-22 10:42:05,Leigh_Woods
2021-04-22 10:42:25,Clifton
2021-04-22 10:42:30,Leigh_Woods
2021-04-22 10:42:34,Leigh_Woods
2021-04-22 10:42:41,Clifton
2021-04-22 10:42:43,Leigh_Woods
2021-04-22 10:42:45,Clifton
2021-04-22 10:42:48,Clifton
2021-04-22 10:42:49,Leigh_Woods
2021-04-22 10:42:51,Clifton
2021-04-22 10:43:04,Clifton
2021-04-22 10:43:07,Clifton
2021-04-22 10:43:37,Leigh_Woods
2021-04-22 10:43:40,Leigh_Woods
2021-04-22 10:43:44,Leigh_Woods
2021-04-22 10:43:47,Leigh_Woods
2021-04-22 10:43:47,Clifton
2021-04-22 10:44:00,Clifton
2021-04-22 10:44:01,Leigh_Woods
2021-04-22 10:44:03,Leigh_Woods
2021-04-22 10:44:10,Leigh_Woods
2021-04-22 10:44:18,Leigh_Woods
2021-04-22 10:44:21,Clifton
2021-04-22 10:44:30,Leigh_Woods
2021-04-22 10:44:32,Clifton
2021-04-22 10:44:34,Leigh_Woods
2021-04-22 10:44:41,Leigh_Woods
2021-04-22 10:44:52,Clifton
2021-04-22 10:44:55,Clifton
2021-04-22 10:45:01,Leigh_Woods
2021-04-22 10:45:13,Clifton
2021-04-22 10:45:16,Leigh_Woods
2021-04-22 10:45:19,Clifton
2021-04-22 10:45:22,Leigh_Woods
2021-04-22 10:45:22,Clifton
2021-04-22 10:45:24,Clifton
2021-04-22 10:45:36,Leigh_Woods
2021-04-22 10:45:47,Leigh_Woods
2021-04-22 10:45:48,Clifton
2021-04-22 10:45:53,Leigh_Woods
2021-04-22 10:45:56,Leigh_Woods
2021-04-22 10:46:01,Leigh_Woods
2021-04-22 10:46:05,Leigh_Woods
2021-04-22 10:46:11,Leigh_Woods
2021-04-22 10:46:24,Leigh_Woods
2021-04-22 10:46:27,Leigh_Woods
2021-04-22 10:46:34,Leigh_Woods
2021-04-22 10:46:38,Clifton
2021-04-22 10:46:45,Leigh_Woods
2021-04-22 10:47:01,Clifton
2021-04-22 10:47:03,Clifton
2021-04-22 10:47:24,Clifton
2021-04-22 10:47:28,Leigh_Woods
2021-04-22 10:47:35,Leigh_Woods
2021-04-22 10:47:38,Leigh_Woods
2021-04-22 10:47:56,Leigh_Woods
2021-04-22 10:48:07,Leigh_Woods
2021-04-22 10:48:10,Leigh_Woods
2021-04-22 10:48:11,Clifton
2021-04-22 10:48:17,Leigh_Woods
2021-04-22 10:48:36,Leigh_Woods
2021-04-22 10:48:38,Clifton
2021-04-22 10:48:43,Clifton
2021-04-22 10:48:44,Leigh_Woods
2021-04-22 10:48:45,Leigh_Woods
2021-04-22 10:49:00,Clifton
2021-04-22 10:49:21,Leigh_Woods
2021-04-22 10:49:30,Leigh_Woods
2021-04-22 10:49:41,Clifton
2021-04-22 10:49:44,Leigh_Woods
2021-04-22 10:49:53,Leigh_Woods
2021-04-22 10:50:07,Clifton
2021-04-22 10:50:09,Clifton
2021-04-22 10:50:16,Clifton
2021-04-22 10:50:22,Clifton
2021-04-22 10:50:40,Leigh_Woods
2021-04-22 10:50:54,Leigh_Woods
2021-04-22 10:50:56,Clifton
2021-04-22 10:50:57,Leigh_Woods
2021-04-22 10:50:59,Clifton
2021-04-22 10:51:05,Clifton
2021-04-22 10:51:07,Leigh_Woods
2021-04-22 10:51:10,Leigh_Woods
2021-04-22 10:51:12,Clifton
2021-04-22 10:51:13,Leigh_Woods
2021-04-22 10:51:20,Leigh_Woods
2021-04-22 10:51:33,Clifton
2021-04-22 10:51:36,Clifton
2021-04-22 10:51:50,Leigh_Woods
2021-04-22 10:51:54,Leigh_Woods
2021-04-22 10:51:59,Leigh_Woods
2021-04-22 10:52:06,Leigh_Woods
2021-04-22 10:52:20,Leigh_Woods
2021-04-22 10:52:21,Clifton
2021-04-22 10:52:39,Leigh_Woods
2021-04-22 10:52:41,Leigh_Woods
2021-04-22 10:52:52,Clifton
2021-04-22 10:52:56,Clifton
2021-04-22 10:52:59,Clifton
2021-04-22 10:53:24,Leigh_Woods
2021-04-22 10:53:39,Clifton
2021-04-22 10:53:42,Clifton
2021-04-22 10:54:06,Leigh_Woods
2021-04-22 10:54:12,Clifton
2021-04-22 10:54:12,Leigh_Woods
2021-04-22 10:54:17,Leigh_Woods
2021-04-22 10:54:21,Clifton
2021-04-22 10:54:30,Leigh_Woods
2021-04-22 10:54:30,Clifton
2021-04-22 10:54:33,Clifton
2021-04-22 10:54:40,Leigh_Woods
2021-04-22 10:54:45,Leigh_Woods
2021-04-22 10:54:47,Leigh_Woods
2021-04-22 10:54:51,Clifton
2021-04-22 10:54:53,Leigh_Woods
2021-04-22 10:54:54,Clifton
2021-04-22 10:54:57,Clifton
2021-04-22 10:54:59,Clifton
2021-04-22 10:55:01,Leigh_Woods
2021-04-22 10:55:07,Leigh_Woods
2021-04-22 10:55:30,Leigh_Woods
2021-04-22 10:55:42,Leigh_Woods
2021-04-22 10:55:49,Clifton
2021-04-22 10:56:24,Clifton
2021-04-22 10:56:31,Leigh_Woods
2021-04-22 10:56:34,Leigh_Woods
2021-04-22 10:56:59,Clifton
2021-04-22 10:57:12,Leigh_Woods
2021-04-22 10:57:25,Leigh_Woods
2021-04-22 10:57:33,Leigh_Woods
2021-04-22 10:57:46,Leigh_Woods
2021-04-22 10:57:54,Clifton
2021-04-22 10:57:55,Clifton
2021-04-22 10:58:01,Clifton
2021-04-22 10:58:19,Clifton
2021-04-22 10:58:23,Clifton
2021-04-22 10:58:24,Leigh_Woods
2021-04-22 10:58:27,Clifton
2021-04-22 10:58:39,Leigh_Woods
2021-04-22 10:58:42,Clifton
2021-04-22 10:59:04,Clifton
2021-04-22 10:59:21,Clifton
2021-04-22 10:59:31,Clifton
2021-04-22 10:59:37,Clifton
2021-04-22 10:59:45,Leigh_Woods
2021-04-22 10:59:58,Clifton
2021-04-22 11:00:04,Clifton
2021-04-22 11:00:07,Leigh_Woods
2021-04-22 11:00:07,Clifton
2021-04-22 11:00:22,Leigh_Woods
2021-04-22 11:00:29,Clifton
2021-04-22 11:00:49,Leigh_Woods
2021-04-22 11:01:06,Leigh_Woods
2021-04-22 11:01:12,Clifton
2021-04-22 11:01:20,Leigh_Woods
2021-04-22 11:01:34,Clifton
2021-04-22 11:01:39,Clifton
2021-04-22 11:01:41,Leigh_Woods
2021-04-22 11:01:43,Leigh_Woods
2021-04-22 11:01:52,Clifton
2021-04-22 11:02:11,Clifton
2021-04-22 11:02:25,Leigh_Woods
2021-04-22 11:02:44,Leigh_Woods
2021-04-22 11:02:48,Leigh_Woods
2021-04-22 11:02:59,Leigh_Woods
2021-04-22 11:03:01,Clifton
2021-04-22 11:03:11,Leigh_Woods
2021-04-22 11:03:13,Leigh_Woods
2021-04-22 11:03:21,Clifton
2021-04-22 11:03:29,Leigh_Woods
2021-04-22 11:03:57,Clifton
2021-04-22 11:04:01,Leigh_Woods
2021-04-22 11:04:13,Leigh_Woods
2021-04-22 11:04:18,Leigh_Woods
2021-04-22 11:04:21,Clifton
2021-04-22 11:04:24,Leigh_Woods
2021-04-22 11:04:27,Leigh_Woods
2021-04-22 11:04:42,Leigh_Woods
2021-04-22 11:04:54,Clifton
2021-04-22 11:04:58,Leigh_Woods
2021-04-22 11:05:03,Leigh_Woods
2021-04-22 11:05:15,Leigh_Woods
2021-04-22 11:05:16,Leigh_Woods
2021-04-22 11:05:35,Leigh_Woods
2021-04-22 11:05:49,Clifton
2021-04-22 11:05:57,Clifton
2021-04-22 11:06:01,Clifton
2021-04-22 11:06:08,Leigh_Woods
2021-04-22 11:06:10,Leigh_Woods
2021-04-22 11:06:20,Leigh_Woods
2021-04-22 11:06:24,Leigh_Woods
2021-04-22 11:06:36,Leigh_Woods
2021-04-22 11:06:51,Clifton
2021-04-22 11:07:06,Clifton
2021-04-22 11:07:10,Clifton
2021-04-22 11:07:24,Leigh_Woods
2021-04-22 11:07:26,Leigh_Woods
2021-04-22 11:07:40,Clifton
2021-04-22 11:07:45,Clifton
2021-04-22 11:07:49,Clifton
2021-04-22 11:07:50,Leigh_Woods
2021-04-22 11:07:56,Clifton
2021-04-22 11:08:03,Leigh_Woods
2021-04-22 11:08:06,Clifton
2021-04-22 11:08:09,Clifton
2021-04-22 11:08:20,Clifton
2021-04-22 11:08:22,Clifton
2021-04-22 11:08:25,Leigh_Woods
2021-04-22 11:09:03,Clifton
2021-04-22 11:09:08,Clifton
2021-04-22 11:09:11,Clifton
2021-04-22 11:09:15,Clifton
2021-04-22 11:09:17,Leigh_Woods
2021-04-22 11:09:19,Leigh_Woods
2021-04-22 11:10:19,Clifton
2021-04-22 11:10:36,Clifton
2021-04-22 11:10:50,Clifton
2021-04-22 11:11:02,Clifton
2021-04-22 11:11:15,Clifton
2021-04-22 11:11:21,Clifton
2021-04-22 11:11:55,Clifton
2021-04-22 11:12:06,Clifton
2021-04-22 11:12:26,Clifton
2021-04-22 11:12:35,Leigh_Woods
2021-04-22 11:13:17,Leigh_Woods
2021-04-22 11:13:21,Leigh_Woods
2021-04-22 11:13:22,Clifton
2021-04-22 11:13:26,Leigh_Woods
2021-04-22 11:13:31,Leigh_Woods
2021-04-22 11:13:33,Leigh_Woods
2021-04-22 11:13:41,Leigh_Woods
2021-04-22 11:13:43,Clifton
2021-04-22 11:13:44,Leigh_Woods
2021-04-22 11:13:48,Leigh_Woods
2021-04-22 11:13:53,Leigh_Woods
2021-04-22 11:13:57,Leigh_Woods
2021-04-22 11:13:57,Clifton
2021-04-22 11:14:01,Leigh_Woods
2021-04-22 11:14:02,Clifton
2021-04-22 11:14:05,Leigh_Woods
2021-04-22 11:14:08,Leigh_Woods
2021-04-22 11:14:16,Leigh_Woods
2021-04-22 11:14:17,Clifton
2021-04-22 11:14:18,Leigh_Woods
2021-04-22 11:14:21,Clifton
2021-04-22 11:14:22,Leigh_Woods
2021-04-22 11:14:25,Leigh_Woods
2021-04-22 11:14:33,Leigh_Woods
2021-04-22 11:14:34,Leigh_Woods
2021-04-22 11:14:40,Leigh_Woods
2021-04-22 11:14:47,Leigh_Woods
2021-04-22 11:14:53,Leigh_Woods
2021-04-22 11:15:02,Leigh_Woods
