,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0,0,0,0.0031905050521547,0.0038627713197742,0.0085277651903906,-0.0086519261587655,2.38513915978534,0.0330356629029801,1.48766392721464e-05,0.0053993315668777,0.0031899101341764,0.0001955478639187,0.0032946353562334,0.0001572078756862,0.0004371843150562,0.0029051872046434,0.0003840128124052
1,1,0,2,0.0060228804398825,0.0077754654864335,0.0239894874046317,-0.020677710103175,3.22717946999146,0.020041911924922,6.02871417219186e-05,0.0100623906473628,0.0060236053120945,0.0005363383639507,0.0050123843933122,0.0008819833821266,0.0050123843933122,0.0223266634482315,0.0006811810595421
2,1,1,0,0.0043029984564731,0.0058236393333303,0.0176084591892306,-0.0241136483730062,5.3497866578805,-0.537399117522296,3.3842375150591e-05,0.0071173007017931,0.0043018158049676,0.0004341154260706,0.0030245955957266,0.0006187476182205,0.0030245955957266,0.0144096045921203,0.0004828921157532
3,0,0,0,0.0027721290229995,0.0035141457722394,0.0100003101631757,-0.0098790469694195,2.94775497864769,-0.0737856233233223,1.23106774283372e-05,0.0047857711615505,0.002771998803098,0.0002296730482933,0.0022096068324961,0.0002683557082175,0.0015957617002125,0.006202578721118,0.000317479214146
4,0,0,0,0.0032280946825266,0.0038225894408452,0.0097548860010444,-0.0088973503208963,2.25947914214067,-0.0078829813283868,1.45741639254492e-05,0.0058901798911396,0.0032288856002366,0.0002153878506899,0.0036549905831713,0.0001608734277844,0.0004908565556511,0.0030661042337472,0.0003680292072134
5,1,1,0,0.0036054614984398,0.004893062065792,0.0168721867028375,-0.0157692268605588,4.29373514892437,0.106671739742745,2.38755593817791e-05,0.0053993315668777,0.0036044085355001,0.0003819540607779,0.0021298635115017,0.0004845279304987,0.0018171639605728,0.0111515179802144,0.0003893176614272
6,1,0,1,0.0056995700513703,0.0076999647295415,0.0269345773502007,-0.028040434967099,4.32115523781123,-0.184861966983665,5.91766686106625e-05,0.0080989973503161,0.0056933036960799,0.0005187835041974,0.0052665814139651,0.000914106419488,0.0052665814139651,0.0236978918228139,0.000684401741752
7,1,1,0,0.0034225483303745,0.0043577249028314,0.0227623665939775,-0.0111061677800736,4.87994038744346,0.452036522556284,1.89785181402784e-05,0.005767467810074,0.003420814964528,0.0003179357343957,0.0027438954532837,0.0003467537369294,0.0011612540949104,0.0072154077483143,0.0003675940225041
8,1,0,1,0.0045564801266967,0.0064297700591615,0.0205535491347996,-0.021904830913829,4.51149496544797,0.199093660639326,4.12136466585244e-05,0.0063810282154012,0.0045576033858196,0.0003798117314282,0.0045344457056806,0.0006926066915159,0.0045344457056806,0.0204491124366689,0.0006082797882417
9,1,1,1,0.0051509029915399,0.0075685092646912,0.0279162739987237,-0.031721797399061,6.41966007660079,-0.0265938601293799,5.71430714543394e-05,0.0066264523775311,0.0051428968715356,0.0005635511317617,0.0041871801377643,0.0010396727810976,0.0041871801377643,0.0242599349399107,0.0006280630696564
